,x,y,h,s
409,-0.06334442576255886,-3.77641349345963,402.99005014432123,34.129299232736024
410,-0.06392736181210874,-3.7903115553686284,404.1700428119251,33.93663092817211
411,-0.06451030987006505,-3.8177216508250544,406.5200183813514,33.55589243448818
412,-0.06489893806254868,-3.831233684180153,407.69000128346545,33.366811599768205
413,-0.06528756640750134,-3.844938741553255,408.8600452204786,33.17549945981154
414,-0.0658705031498355,-3.858450778834812,410.0200183558959,32.97996239290495
415,-0.06664776041835539,-3.88586090644003,412.34002566446594,32.595035399677776
416,-0.06684208076186404,-3.8993729525084264,413.4900500693286,32.405521446988814
417,-0.06723070964312451,-3.9130780226050534,414.64001343995363,32.21622515560314
418,-0.06781364712503248,-3.926397053077337,415.7800280808185,32.016941088948116
419,-0.06859090518989545,-3.9534211607526544,418.05004759408456,31.608001906791444
420,-0.06878522594205964,-3.967126238017457,419.1800524702083,31.412141924388887
421,-0.06917385526767125,-3.9804452814247773,420.3099963095683,31.2243642591774
422,-0.06956248474087894,-3.9941503684239983,421.44000118311806,31.039620946044256
423,-0.07053405242084312,-4.020981479651766,423.6700426692567,30.65027348345108
424,-0.07072837355596236,-4.034300535758639,424.79003777824573,30.461588126742594
425,-0.07131131204745107,-4.048005629258086,425.90002312103707,30.2787818513203
426,-0.0715056332366002,-4.0613246820007145,426.99999869905423,30.097160203990352
427,-0.0724772021103293,-4.088155821051276,429.2000108885723,29.72926741703323
428,-0.07267152333316329,-4.101474881263596,430.2900377353707,29.544451198352093
429,-0.07325446259716967,-4.114986965702464,431.3800035470839,29.360739907713274
430,-0.07344878406843679,-4.128306035135776,432.47003039303803,29.17824911218892
431,-0.07383741446489712,-4.14162510258246,433.55004747407924,28.996487834378915
432,-0.07422604492076042,-4.1549441745240125,434.63000352053115,28.81495126229059
433,-0.07461467562867768,-4.168070231224941,435.71002060143036,28.633467704549197
434,-0.07519761545294312,-4.181582325503583,436.7800279178584,28.45225587634377
435,-0.0753919372108292,-4.194901404465012,437.8500352329688,28.271450300995667
436,-0.07616919904017631,-4.221539569183196,439.97997906289197,27.91094755798511
437,-0.07655782998953307,-4.23485864828756,441.0300278818027,27.731261089864493
438,-0.07714077048874557,-4.2479847183803505,442.08996439641516,27.551863569457588
439,-0.07733509242057689,-4.2611107862642585,443.1400132160206,27.372681775514636
